Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR11917073_1	(1.0, 7.514277126540427)	(2.0, 2.2242260294559664)	(3.0, 1.3751127141568982)	(4.0, 1.4727983168019236)	(5.0, 1.427712654042681)	(6.0, 1.0369702434625787)	(7.0, 1.1571986774872258)	(8.0, 0.7213706041478809)	(9.0, 0.6762849413886384)	('>10', 8.461076044484521)	('>50', 4.2380522993688015)	('>100', 6.394649834685903)	('>500', 0.0)	('>1k', 63.30027051397656)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917073_2	(1.0, 16.89960925758942)	(2.0, 4.493537721671175)	(3.0, 2.5247971145175834)	(4.0, 1.6230838593327321)	(5.0, 1.390141268409979)	(6.0, 0.8566275924256086)	(7.0, 0.9467989179440938)	(8.0, 1.021941689209498)	(9.0, 0.7439134355275023)	('>10', 11.098587315900211)	('>50', 1.3450556056507363)	('>100', 41.358581304478506)	('>500', 7.995190862639014)	('>1k', 7.702134054703938)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917074_1	(1.0, 90.2439024390244)	(2.0, 9.75609756097561)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917074_2	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917075_1	(1.0, 2.7631756301388326)	(2.0, 0.5930718425663837)	(3.0, 0.2426202992317024)	(4.0, 0.3234937323089365)	(5.0, 0.13478905512872355)	(6.0, 0.08087343307723413)	(7.0, 0.0)	(8.0, 0.10783124410297883)	(9.0, 0.1213101496158512)	('>10', 1.4961585119288312)	('>50', 0.0)	('>100', 25.67731500202183)	('>500', 30.988003774093542)	('>1k', 37.47135732578515)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917075_2	(1.0, 5.364604394123197)	(2.0, 0.646987464617873)	(3.0, 0.2426202992317024)	(4.0, 0.16174686615446826)	(5.0, 0.20218358269308534)	(6.0, 0.0)	(7.0, 0.09435233859010649)	(8.0, 0.0)	(9.0, 0.2426202992317024)	('>10', 11.174012670171182)	('>50', 22.294109718290876)	('>100', 52.43294244507346)	('>500', 7.143819921822347)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917076_1	(1.0, 2.309587353726134)	(2.0, 0.9169917197016356)	(3.0, 0.6056251283104086)	(4.0, 0.24635598439745432)	(5.0, 0.29083692602477246)	(6.0, 0.18476698829809074)	(7.0, 0.07185382878259083)	(8.0, 0.273728871552727)	(9.0, 0.15397249024840895)	('>10', 1.7963457195647712)	('>50', 1.3412714706083624)	('>100', 4.858687470060905)	('>500', 5.477999041948949)	('>1k', 54.0682953534524)	('>5k', 27.40368165332238)	('>10k+', 0.0)
SRR11917076_2	(1.0, 4.797098473961541)	(2.0, 1.3344282488195442)	(3.0, 0.6466844590433176)	(4.0, 0.46533908163963594)	(5.0, 0.3592691439129542)	(6.0, 0.3284746458632724)	(7.0, 0.21556148634777253)	(8.0, 0.1368644357763635)	(9.0, 0.21556148634777253)	('>10', 3.0110175870799973)	('>50', 1.9879559296516798)	('>100', 28.43358653253952)	('>500', 32.53267638404161)	('>1k', 25.53548210497502)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917077_1	(1.0, 4.643962848297214)	(2.0, 1.7543859649122806)	(3.0, 0.7739938080495357)	(4.0, 0.0)	(5.0, 0.2579979360165119)	(6.0, 0.30959752321981426)	(7.0, 0.7223942208462332)	(8.0, 0.0)	(9.0, 0.46439628482972134)	('>10', 7.017543859649122)	('>50', 9.33952528379773)	('>100', 74.71620227038184)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917077_2	(1.0, 9.029927760577916)	(2.0, 0.8255933952528379)	(3.0, 1.393188854489164)	(4.0, 0.6191950464396285)	(5.0, 1.805985552115583)	(6.0, 0.9287925696594427)	(7.0, 1.4447884416924663)	(8.0, 0.41279669762641896)	(9.0, 1.8575851393188854)	('>10', 57.73993808049536)	('>50', 18.67905056759546)	('>100', 5.263157894736842)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917078_1	(1.0, 4.479768786127168)	(2.0, 1.9508670520231215)	(3.0, 1.625722543352601)	(4.0, 1.4450867052023122)	(5.0, 0.541907514450867)	(6.0, 0.4335260115606936)	(7.0, 0.5057803468208093)	(8.0, 0.1445086705202312)	(9.0, 0.4877167630057804)	('>10', 5.653901734104046)	('>50', 0.0)	('>100', 0.0)	('>500', 29.082369942196536)	('>1k', 53.648843930635834)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917078_2	(1.0, 10.223988439306359)	(2.0, 3.106936416184971)	(3.0, 1.7341040462427744)	(4.0, 0.9393063583815029)	(5.0, 0.541907514450867)	(6.0, 0.32514450867052025)	(7.0, 0.25289017341040465)	(8.0, 0.0)	(9.0, 0.6502890173410405)	('>10', 1.0476878612716762)	('>50', 3.395953757225433)	('>100', 77.78179190751445)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917079_1	(1.0, 3.338253661859884)	(2.0, 1.8621551038946293)	(3.0, 0.8515953219030317)	(4.0, 1.0900420120358805)	(5.0, 0.510957193141819)	(6.0, 0.2725105030089701)	(7.0, 0.4768933802656978)	(8.0, 0.2725105030089701)	(9.0, 0.3065743158850914)	('>10', 2.5093675485409332)	('>50', 2.656977404337459)	('>100', 0.0)	('>500', 0.0)	('>1k', 85.85216305211763)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917079_2	(1.0, 8.05041444305666)	(2.0, 1.7713182695583058)	(3.0, 1.2603610764164868)	(4.0, 0.6358578403542637)	(5.0, 0.6245032360622232)	(6.0, 0.2725105030089701)	(7.0, 0.39741115022141477)	(8.0, 0.18167366867264675)	(9.0, 0.4087657545134552)	('>10', 5.631883728852049)	('>50', 0.0)	('>100', 67.38957647325991)	('>500', 13.375723856023617)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917080_1	(1.0, 5.532567049808429)	(2.0, 2.268199233716475)	(3.0, 1.1494252873563218)	(4.0, 0.8582375478927203)	(5.0, 0.6896551724137931)	(6.0, 0.9195402298850575)	(7.0, 0.42911877394636017)	(8.0, 0.367816091954023)	(9.0, 0.41379310344827586)	('>10', 3.7394636015325675)	('>50', 1.3333333333333335)	('>100', 14.651340996168582)	('>500', 21.18007662835249)	('>1k', 46.46743295019157)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917080_2	(1.0, 9.885057471264368)	(2.0, 2.2988505747126435)	(3.0, 1.885057471264368)	(4.0, 1.2260536398467434)	(5.0, 0.9195402298850575)	(6.0, 1.103448275862069)	(7.0, 0.42911877394636017)	(8.0, 0.0)	(9.0, 0.13793103448275862)	('>10', 13.578544061302683)	('>50', 13.992337164750959)	('>100', 45.946360153256705)	('>500', 8.597701149425287)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917081_1	(1.0, 2.986266368572341)	(2.0, 0.7026509102523155)	(3.0, 0.47908016608112425)	(4.0, 0.28744809964867457)	(5.0, 0.1996167358671351)	(6.0, 0.28744809964867457)	(7.0, 0.16767805812839348)	(8.0, 0.12775471095496646)	(9.0, 0.14372404982433729)	('>10', 3.1699137655701053)	('>50', 4.287767486426062)	('>100', 21.70233152347493)	('>500', 37.55190035132546)	('>1k', 27.906419674225486)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917081_2	(1.0, 5.110188438198659)	(2.0, 1.0539763653784733)	(3.0, 0.8862983072500799)	(4.0, 1.1497923985946983)	(5.0, 0.5190035132545513)	(6.0, 0.6228042159054615)	(7.0, 0.5030341743851805)	(8.0, 0.5110188438198658)	(9.0, 0.4311721494730118)	('>10', 12.272436921111465)	('>50', 4.287767486426062)	('>100', 72.65250718620248)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917082_1	(1.0, 7.703428335398596)	(2.0, 2.932672449401074)	(3.0, 2.41635687732342)	(4.0, 1.8174308137133415)	(5.0, 1.6522098306484923)	(6.0, 1.6109045848822798)	(7.0, 0.43370508054522927)	(8.0, 0.8261049153242461)	(9.0, 1.1152416356877324)	('>10', 14.539446509706732)	('>50', 0.0)	('>100', 0.0)	('>500', 64.95249896736885)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917082_2	(1.0, 13.176373399421726)	(2.0, 5.782734407269723)	(3.0, 3.841387856257745)	(4.0, 2.8913672036348617)	(5.0, 2.5815778603882693)	(6.0, 2.6022304832713754)	(7.0, 1.1565468814539448)	(8.0, 0.8261049153242461)	(9.0, 0.5576208178438662)	('>10', 3.469640644361834)	('>50', 19.743907476249483)	('>100', 43.37050805452293)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917083_1	(1.0, 3.5560843413312186)	(2.0, 1.1589221583272742)	(3.0, 0.9584242183885254)	(4.0, 0.7050477008835129)	(5.0, 0.5398021459889396)	(6.0, 0.4230286205301077)	(7.0, 0.40099587987749796)	(8.0, 0.31727146539758083)	(9.0, 0.1784651992861392)	('>10', 2.88408575142662)	('>50', 0.9297816555401326)	('>100', 2.6857910855531317)	('>500', 0.0)	('>1k', 85.26229977746932)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917083_2	(1.0, 8.802079890717607)	(2.0, 2.2561526428272414)	(3.0, 1.2690858615903233)	(4.0, 0.7138607971445567)	(5.0, 0.4957366646837201)	(6.0, 0.43624826492167357)	(7.0, 0.33930420605019057)	(8.0, 0.31727146539758083)	(9.0, 0.15863573269879042)	('>10', 1.8617665851455263)	('>50', 1.3550135501355014)	('>100', 31.945270672218918)	('>500', 41.39290986405799)	('>1k', 8.656663802410382)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917084_1	(1.0, 8.614097106990839)	(2.0, 2.0922011398888967)	(3.0, 1.2986076040689705)	(4.0, 1.125459923526441)	(5.0, 0.5410865016954044)	(6.0, 0.4328692013563235)	(7.0, 0.4040112545992352)	(8.0, 0.5194430416275881)	(9.0, 0.3246519010172426)	('>10', 7.697857297453287)	('>50', 3.138301709833345)	('>100', 44.08051367145227)	('>500', 9.970420604573984)	('>1k', 19.760479041916167)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917084_2	(1.0, 14.479474785369021)	(2.0, 2.669360075030662)	(3.0, 1.5150422047471321)	(4.0, 0.5194430416275881)	(5.0, 0.9378832696053676)	(6.0, 0.7358776423057499)	(7.0, 1.010028136498088)	(8.0, 0.5194430416275881)	(9.0, 0.5194430416275881)	('>10', 26.56373998989972)	('>50', 19.41418368083111)	('>100', 31.116081090830388)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917085_1	(1.0, 2.6858213616489697)	(2.0, 0.9494066208619614)	(3.0, 0.4871955028107433)	(4.0, 0.24984384759525297)	(5.0, 0.06246096189881324)	(6.0, 0.2248594628357277)	(7.0, 0.0)	(8.0, 0.09993753903810118)	(9.0, 0.11242973141786385)	('>10', 0.6620861961274204)	('>50', 0.712054965646471)	('>100', 0.0)	('>500', 0.0)	('>1k', 93.75390381011867)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917085_2	(1.0, 5.134291068082448)	(2.0, 1.1492816989381638)	(3.0, 0.3747657713928795)	(4.0, 0.29981261711430357)	(5.0, 0.3123048094940662)	(6.0, 0.07495315427857589)	(7.0, 0.1748906933166771)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.7245471580262336)	('>100', 75.60274828232355)	('>500', 16.152404747033106)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917086_1	(1.0, 7.090916560535722)	(2.0, 2.0048477876833326)	(3.0, 0.9983155991947743)	(4.0, 0.7723593936157102)	(5.0, 0.6778686167371923)	(6.0, 0.5176451255084015)	(7.0, 0.4601290004519124)	(8.0, 0.328663571751366)	(9.0, 0.44369582186434414)	('>10', 9.021815044574998)	('>50', 7.353847417936814)	('>100', 27.51324925023623)	('>500', 22.85033482601372)	('>1k', 19.966311983895483)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917086_2	(1.0, 15.706010435068404)	(2.0, 3.3852347890390697)	(3.0, 2.0459307341522535)	(4.0, 1.363953822768169)	(5.0, 1.3351957602399245)	(6.0, 1.0599400188981554)	(7.0, 0.9490160634320695)	(8.0, 1.1831888583049177)	(9.0, 0.8504169919066596)	('>10', 20.17583501088698)	('>50', 12.937019843063144)	('>100', 36.57203894663325)	('>500', 2.4362187256070005)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917087_1	(1.0, 6.271503591477033)	(2.0, 1.6297458803645803)	(3.0, 1.3943381420896965)	(4.0, 1.3037967042916643)	(5.0, 1.1166777328423976)	(6.0, 1.1589304038148125)	(7.0, 1.0140641033379612)	(8.0, 0.8691978028611094)	(9.0, 0.8691978028611094)	('>10', 17.359811673809382)	('>50', 7.7080944045391435)	('>100', 15.241142029335425)	('>500', 0.0)	('>1k', 44.06349972837569)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917087_2	(1.0, 16.623407979718717)	(2.0, 4.490855314782398)	(3.0, 3.1689503229311278)	(4.0, 2.4144383412808597)	(5.0, 2.0522725900887306)	(6.0, 1.9194784813182832)	(7.0, 1.1830747872276213)	(8.0, 1.8349731393734532)	(9.0, 1.4667712923281222)	('>10', 20.414076175529665)	('>50', 3.277600048288767)	('>100', 32.47419569022756)	('>500', 8.679905836904691)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917088_1	(1.0, 10.247524752475247)	(2.0, 2.1947194719471947)	(3.0, 1.881188118811881)	(4.0, 2.3432343234323434)	(5.0, 1.5264026402640265)	(6.0, 1.5841584158415842)	(7.0, 1.9059405940594059)	(8.0, 1.3201320132013201)	(9.0, 1.188118811881188)	('>10', 21.93894389438944)	('>50', 13.506600660066006)	('>100', 9.636963696369637)	('>500', 11.501650165016502)	('>1k', 19.224422442244222)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917088_2	(1.0, 20.84158415841584)	(2.0, 5.445544554455446)	(3.0, 3.9603960396039604)	(4.0, 3.102310231023102)	(5.0, 2.6815181518151814)	(6.0, 2.623762376237624)	(7.0, 3.0033003300330035)	(8.0, 1.8481848184818481)	(9.0, 1.707920792079208)	('>10', 26.03960396039604)	('>50', 6.608910891089109)	('>100', 22.136963696369637)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917089_1	(1.0, 7.832747494884844)	(2.0, 2.0250773831383455)	(3.0, 0.9758144903205498)	(4.0, 0.9653218613923719)	(5.0, 0.47216830176800795)	(6.0, 0.15738943392266933)	(7.0, 0.29379360998898274)	(8.0, 0.29379360998898274)	(9.0, 0.1888673207072032)	('>10', 4.810870363569593)	('>50', 5.204343948376266)	('>100', 29.914485074235348)	('>500', 15.156602486753057)	('>1k', 31.70872462095378)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917089_2	(1.0, 10.015214311945858)	(2.0, 1.867687949215676)	(3.0, 0.9758144903205498)	(4.0, 0.6925135092597451)	(5.0, 0.6557893080111222)	(6.0, 0.47216830176800795)	(7.0, 0.4774146162320969)	(8.0, 0.6715282514033891)	(9.0, 0.5666019621216095)	('>10', 14.763128901946382)	('>50', 6.835947746707937)	('>100', 43.92214469335292)	('>500', 12.36031687739363)	('>1k', 5.723729080321075)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917090_1	(1.0, 7.752129366744846)	(2.0, 2.616960869028515)	(3.0, 1.9256881866436242)	(4.0, 1.728181705962227)	(5.0, 0.8023700777681768)	(6.0, 0.8147142328107642)	(7.0, 0.7776817676830021)	(8.0, 0.6912726823848908)	(9.0, 0.33329218614985806)	('>10', 1.0615973336625109)	('>50', 1.11097395383286)	('>100', 5.5301814590791265)	('>500', 12.31946673250216)	('>1k', 62.53548944574744)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917090_2	(1.0, 14.07233674854956)	(2.0, 3.801999753116899)	(3.0, 1.5183310702382422)	(4.0, 0.6912726823848908)	(5.0, 0.18516232563881002)	(6.0, 0.296259721022096)	(7.0, 0.3456363411924454)	(8.0, 0.296259721022096)	(9.0, 0.111097395383286)	('>10', 4.8882853968645845)	('>50', 4.048882853968646)	('>100', 58.844587088013824)	('>500', 10.899888902604618)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917091_1	(1.0, 3.349893541518808)	(2.0, 0.9652235628105039)	(3.0, 0.42583392476933996)	(4.0, 0.511000709723208)	(5.0, 0.35486160397444994)	(6.0, 0.255500354861604)	(7.0, 0.198722498225692)	(8.0, 0.113555713271824)	(9.0, 0.255500354861604)	('>10', 3.3782824698367637)	('>50', 5.493257629524486)	('>100', 22.725337118523775)	('>500', 61.973030518097936)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917091_2	(1.0, 5.961674946770759)	(2.0, 1.27750177430802)	(3.0, 0.7665010645848119)	(4.0, 0.908445706174592)	(5.0, 0.7806955287437899)	(6.0, 0.8516678495386799)	(7.0, 0.198722498225692)	(8.0, 0.5677785663591199)	(9.0, 0.127750177430802)	('>10', 12.746628814762243)	('>50', 24.442867281760115)	('>100', 51.36976579134138)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917092_1	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917092_2	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917093_1	(1.0, 5.727366159020835)	(2.0, 2.541343548537793)	(3.0, 2.3264505278893766)	(4.0, 1.607026067457722)	(5.0, 1.6350555918901242)	(6.0, 1.3454171727553021)	(7.0, 1.3080444735120993)	(8.0, 1.1211809772960852)	(9.0, 0.9249743062692704)	('>10', 22.3208446230029)	('>50', 6.409417920209287)	('>100', 42.22180697000841)	('>500', 10.5110716621508)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917093_2	(1.0, 11.903204708960105)	(2.0, 5.475100439129217)	(3.0, 3.924133420536298)	(4.0, 4.110996916752312)	(5.0, 2.943100065402224)	(6.0, 3.0832476875642345)	(7.0, 2.746893394375409)	(8.0, 2.3918527515649814)	(9.0, 2.2703914790245725)	('>10', 30.141081939643087)	('>50', 20.732504905166778)	('>100', 10.277492291880781)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917094_1	(1.0, 6.336842105263157)	(2.0, 2.4842105263157896)	(3.0, 1.9578947368421054)	(4.0, 1.5157894736842104)	(5.0, 1.1578947368421053)	(6.0, 1.0105263157894737)	(7.0, 1.1789473684210527)	(8.0, 0.3368421052631579)	(9.0, 0.9473684210526316)	('>10', 12.968421052631578)	('>50', 9.789473684210526)	('>100', 36.4)	('>500', 23.91578947368421)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917094_2	(1.0, 14.147368421052631)	(2.0, 4.421052631578947)	(3.0, 2.905263157894737)	(4.0, 2.1052631578947367)	(5.0, 1.263157894736842)	(6.0, 2.1473684210526316)	(7.0, 1.768421052631579)	(8.0, 1.0105263157894737)	(9.0, 0.5684210526315789)	('>10', 29.747368421052634)	('>50', 27.93684210526316)	('>100', 11.978947368421053)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917095_1	(1.0, 7.282495149977615)	(2.0, 4.268019698552455)	(3.0, 2.5966273690493957)	(4.0, 1.8504700790926725)	(5.0, 2.163856140874496)	(6.0, 1.4326219967169078)	(7.0, 1.7758543500970003)	(8.0, 1.4326219967169078)	(9.0, 2.2832413072675717)	('>10', 33.11446052827936)	('>50', 16.430383524847038)	('>100', 16.47515296224444)	('>500', 8.894194896284137)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917095_2	(1.0, 13.863602447395913)	(2.0, 7.551111774362035)	(3.0, 4.924638113714371)	(4.0, 4.894791822116102)	(5.0, 4.0292493657663035)	(6.0, 4.656021489329951)	(7.0, 3.238322638412177)	(8.0, 2.74585882704074)	(9.0, 2.551857931651992)	('>10', 29.249365766303537)	('>50', 18.057006416952692)	('>100', 4.2381734069541865)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917096_1	(1.0, 2.378587196467991)	(2.0, 0.9602649006622517)	(3.0, 0.5298013245033113)	(4.0, 0.44150110375275936)	(5.0, 0.4690949227373068)	(6.0, 0.26490066225165565)	(7.0, 0.0772626931567329)	(8.0, 0.22075055187637968)	(9.0, 0.1986754966887417)	('>10', 1.84878587196468)	('>50', 1.5673289183222958)	('>100', 6.41280353200883)	('>500', 0.0)	('>1k', 42.615894039735096)	('>5k', 42.01434878587197)	('>10k+', 0.0)
SRR11917096_2	(1.0, 5.342163355408388)	(2.0, 1.5121412803532008)	(3.0, 1.0927152317880795)	(4.0, 0.4635761589403974)	(5.0, 0.44150110375275936)	(6.0, 0.33112582781456956)	(7.0, 0.2704194260485651)	(8.0, 0.26490066225165565)	(9.0, 0.04966887417218543)	('>10', 6.2196467991169975)	('>50', 3.9293598233995586)	('>100', 16.38520971302428)	('>500', 23.46578366445916)	('>1k', 40.2317880794702)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917097_1	(1.0, 5.423927942040336)	(2.0, 1.6056393185823379)	(3.0, 0.9007244957900921)	(4.0, 0.7310227791919587)	(5.0, 0.19580967299784607)	(6.0, 0.2349716075974153)	(7.0, 0.09137784739899484)	(8.0, 0.15664773839827686)	(9.0, 0.17622870569806148)	('>10', 3.1721167025651065)	('>50', 2.147379413876379)	('>100', 11.676783499771554)	('>500', 24.92004438352588)	('>1k', 48.56732589256576)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917097_2	(1.0, 15.769205665426538)	(2.0, 3.1982246589648198)	(3.0, 1.4098296455844919)	(4.0, 0.6004829971933947)	(5.0, 0.4895241824946152)	(6.0, 0.5482670843939691)	(7.0, 0.5025781606944717)	(8.0, 0.31329547679655373)	(9.0, 0.17622870569806148)	('>10', 2.721754454670061)	('>50', 8.713530448404152)	('>100', 61.88238365641929)	('>500', 3.674694863259578)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917098_1	(1.0, 5.014056140645324)	(2.0, 1.5021189107539965)	(3.0, 0.9944195023706625)	(4.0, 0.8223891243234172)	(5.0, 0.7552553182561994)	(6.0, 0.5790290773297528)	(7.0, 0.4405656023161163)	(8.0, 0.33566903033608864)	(9.0, 0.4153904250409097)	('>10', 3.130113707884026)	('>50', 1.3342843955859522)	('>100', 11.954013342843956)	('>500', 14.505097973398229)	('>1k', 58.21759744891537)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917098_2	(1.0, 12.549825871690512)	(2.0, 2.6685687911719045)	(3.0, 1.246171275122729)	(4.0, 0.9063063819074393)	(5.0, 0.6503587462761717)	(6.0, 0.25175177275206645)	(7.0, 0.17622624092644654)	(8.0, 0.33566903033608864)	(9.0, 0.33986489321528973)	('>10', 8.874249989510343)	('>50', 7.435069021944363)	('>100', 40.36839676079386)	('>500', 17.928922082826336)	('>1k', 6.268619141526455)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917099_1	(1.0, 3.2161164085322165)	(2.0, 1.0913299895276416)	(3.0, 1.0251887780411177)	(4.0, 0.6614121148652373)	(5.0, 0.5511767623876977)	(6.0, 0.4960590861489279)	(7.0, 0.44369729372209665)	(8.0, 0.5291296918921898)	(9.0, 0.24802954307446395)	('>10', 3.2050928732844626)	('>50', 2.031086369398666)	('>100', 2.18817174667916)	('>500', 2.290139447720884)	('>1k', 23.174226974590752)	('>5k', 58.84914292013449)	('>10k+', 0.0)
SRR11917099_2	(1.0, 11.164085322162817)	(2.0, 3.1196604751143693)	(3.0, 1.794080361571956)	(4.0, 1.3007771592349666)	(5.0, 1.1023535247753955)	(6.0, 0.7440886292233919)	(7.0, 0.501570853772805)	(8.0, 0.3748001984236345)	(9.0, 0.2728324973819104)	('>10', 3.546822465964835)	('>50', 1.6094361461720774)	('>100', 17.585294603979495)	('>500', 24.4309099928347)	('>1k', 32.45328776938764)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917100_1	(1.0, 6.327086336697101)	(2.0, 2.1997971060921566)	(3.0, 1.3294890277110365)	(4.0, 1.1319344332318864)	(5.0, 0.9076832719312298)	(6.0, 0.7688611244593946)	(7.0, 0.7475038710021891)	(8.0, 0.8115756313738053)	(9.0, 0.5285920230658337)	('>10', 4.575791553206257)	('>50', 0.0)	('>100', 0.0)	('>500', 5.307277484115542)	('>1k', 75.36440813711357)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917100_2	(1.0, 10.491750760852154)	(2.0, 2.8084788296225107)	(3.0, 1.4736504885471728)	(4.0, 0.8329328848310107)	(5.0, 0.7208073041806823)	(6.0, 0.2883229216722729)	(7.0, 0.48587751615142294)	(8.0, 0.3844305622296973)	(9.0, 0.19221528111484865)	('>10', 1.1052378664103797)	('>50', 0.8329328848310107)	('>100', 50.52592236638368)	('>500', 23.503657429654545)	('>1k', 6.353782903518608)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917101_1	(1.0, 4.806146149723066)	(2.0, 2.0189387171699122)	(3.0, 1.1524030730748616)	(4.0, 1.1077362872967662)	(5.0, 0.8933357155619082)	(6.0, 0.6968018581382884)	(7.0, 0.31266750044666786)	(8.0, 0.35733428622476326)	(9.0, 0.4020010720028586)	('>10', 0.31266750044666786)	('>50', 0.0)	('>100', 6.548150795068787)	('>500', 0.0)	('>1k', 81.39181704484545)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917101_2	(1.0, 8.906557084152224)	(2.0, 1.3936037162765769)	(3.0, 0.5092013578702876)	(4.0, 0.32160085760228696)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.2858674289798106)	(9.0, 0.2412006432017152)	('>10', 3.9485438627836342)	('>50', 1.5812042165445774)	('>100', 40.08397355726282)	('>500', 32.10648561729498)	('>1k', 10.621761658031089)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917102_2	(1.0, 5.587624105287462)	(2.0, 1.4084507042253522)	(3.0, 1.073655045024244)	(4.0, 0.8312168090510275)	(5.0, 0.9812976217963518)	(6.0, 0.5541445393673516)	(7.0, 0.32325098129762175)	(8.0, 0.2770722696836758)	(9.0, 0.6234126067882706)	('>10', 8.600785038097438)	('>50', 22.500577233895175)	('>100', 50.888940198568456)	('>500', 6.349572846917571)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
