Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR11917290,AMPLICON,585,3578009,PRJNA635907,SAMN15057930,Metagenome or environmental,2069278,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463576,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,199mgSI2017,leaf,52.1718 N 106.5052 W,199mgSI2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1202-1-L,SRP265801
SRR11917291,AMPLICON,569,7632457,PRJNA635907,SAMN15057929,Metagenome or environmental,5360561,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463575,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,36awQA2017,leaf,52.1718 N 106.5052 W,36awQA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1156w6-L,SRP265801
SRR11917292,AMPLICON,589,11692346,PRJNA635907,SAMN15057857,Metagenome or environmental,8252438,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463574,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,535ndOP2017,leaf,52.1718 N 106.5052 W,535ndOP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:10:00Z,1,1105w6-L,SRP265801
SRR11917293,AMPLICON,594,22187138,PRJNA635907,SAMN15057928,Metagenome or environmental,15403137,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463573,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,812oeYL2017,leaf,52.1718 N 106.5052 W,812oeYL2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:10:00Z,1,1156w5-L,SRP265801
SRR11917294,AMPLICON,593,6776680,PRJNA635907,SAMN15057927,Metagenome or environmental,5060410,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463572,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,534waMX2017,leaf,52.1718 N 106.5052 W,534waMX2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1156w3-L,SRP265801
SRR11917295,AMPLICON,589,10398301,PRJNA635907,SAMN15057926,Metagenome or environmental,7529052,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463571,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,684loFP2017,leaf,52.1718 N 106.5052 W,684loFP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1156w2-L,SRP265801
SRR11917296,AMPLICON,587,6060906,PRJNA635907,SAMN15057925,Metagenome or environmental,3336692,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463570,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,616ufJH2017,leaf,52.1718 N 106.5052 W,616ufJH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1156-4-L,SRP265801
SRR11917297,AMPLICON,503,2337333,PRJNA635907,SAMN15057924,Metagenome or environmental,1328148,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463569,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,419wgPP2017,leaf,52.1718 N 106.5052 W,419wgPP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1156-1-L,SRP265801
SRR11917298,AMPLICON,551,16188226,PRJNA635907,SAMN15057923,Metagenome or environmental,11932907,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463568,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,409uwTQ2017,leaf,52.1718 N 106.5052 W,409uwTQ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:10:00Z,1,1146w9-L,SRP265801
SRR11917299,AMPLICON,557,9828166,PRJNA635907,SAMN15057949,Metagenome or environmental,7099092,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463567,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,826vkJH2017,leaf,52.1718 N 106.5052 W,826vkJH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1212w5-L,SRP265801
SRR11917300,AMPLICON,586,34717762,PRJNA635907,SAMN15057859,Metagenome or environmental,18748881,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463566,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,228cdFU2017,leaf,52.1718 N 106.5052 W,228cdFU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:10:00Z,1,1111-10-L,SRP265801
SRR11917301,AMPLICON,588,2822335,PRJNA635907,SAMN15057850,Metagenome or environmental,1599855,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463565,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,236zyJY2017,leaf,52.1718 N 106.5052 W,236zyJY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1105-2-L,SRP265801
SRR11917302,AMPLICON,585,6682793,PRJNA635907,SAMN15057849,Metagenome or environmental,3712745,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463564,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,344tzUJ2017,leaf,52.1718 N 106.5052 W,344tzUJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1105-1-L,SRP265801
